# Simulation 2 (Up to date)
# 5397 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (68.4 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
4.6279,7152.9,740.23,-276.64,740.85,276.98,254.71,14.259,255.11,3.2042,30.224,13.593,28.61,-80.599,9.7849,0.018569,452.68,-1.1932,0.88831,9644.8,4464,2.6093,0.019221,127.24,107.8,4.8303,2.2347,81354118,0,2577.1,1.1558,1.1558,0.13218,0.91172,0.11187,0.0014,0.0068741,-1.1719e-4,0,-0.0037851,0,0.0037851,-1.5232e-5,0.094766,4.024,82.049,87.159,2.7286,NaN,0.58911,777.48,331.66,7.7779e-4,3.5004
4.6287,7154.8,740.02,-276.48,740.64,276.81,254.79,14.263,255.18,3.2041,30.213,13.599,28.61,-80.599,9.7849,0.019501,450.69,-1.1921,0.85259,9644.8,4464,2.6093,0.019221,127.24,107.8,4.8307,2.2341,81326588,0,2575.5,1.1558,1.1558,0.13221,0.91168,0.1119,0.0014708,0.0067211,4.0236e-4,0,-0.0037708,0,0.0037708,-1.5215e-5,0.094738,4.024,82.049,87.16,2.7289,NaN,0.5853,777.42,331.65,7.8124e-4,3.5005
4.6294,7156.7,739.8,-276.31,740.42,276.64,254.86,14.267,255.26,3.2041,30.202,13.606,28.61,-80.599,9.7849,0.020435,448.69,-1.1863,0.82032,9644.8,4464,2.6093,0.019221,127.24,107.8,4.8311,2.2334,81298953,0,2573.8,1.1558,1.1558,0.13223,0.91164,0.11193,0.0015419,0.0070917,-1.8388e-4,0,-0.0037565,0,0.0037565,-1.5074e-5,0.09471,4.024,82.049,87.161,2.7289,NaN,0.58148,777.37,331.65,7.8472e-4,3.5006
4.6302,7158.6,739.59,-276.14,740.2,276.48,254.94,14.271,255.34,3.204,30.192,13.612,28.61,-80.599,9.7849,0.021366,446.69,-1.1774,0.79187,9644.8,4464,2.6093,0.019221,127.24,107.8,4.8315,2.2328,81271214,0,2572.2,1.1558,1.1558,0.13226,0.9116,0.11197,0.0016128,0.0082855,2.5636e-4,0,-0.0037422,0,0.0037422,-1.4859e-5,0.094683,4.024,82.049,87.163,2.7285,NaN,0.57764,777.31,331.65,7.8823e-4,3.5007
4.631,7160.5,739.37,-275.97,739.98,276.31,255.02,14.276,255.42,3.204,30.181,13.618,28.61,-80.599,9.7849,0.022292,444.7,-1.1639,0.76628,9644.8,4464,2.6093,0.019221,127.25,107.8,4.8319,2.2322,81243368,0,2570.6,1.1558,1.1558,0.13228,0.91156,0.112,0.0016833,0.0085493,-1.8927e-4,0,-0.0037279,0,0.0037279,-1.4528e-5,0.094655,4.024,82.049,87.164,2.7276,NaN,0.57379,777.25,331.65,7.9177e-4,3.5009
4.6318,7162.4,739.15,-275.8,739.77,276.14,255.1,14.28,255.5,3.2039,30.17,13.623,28.61,-80.599,9.7849,0.02321,442.7,-1.1472,0.74264,9644.8,4464,2.6093,0.019221,127.25,107.8,4.8322,2.2315,81215414,0,2569,1.1559,1.1559,0.13231,0.91152,0.11203,0.0017534,0.0080637,-1.4468e-4,0,-0.0037135,0,0.0037135,-1.4122e-5,0.094627,4.024,82.049,87.165,2.7264,NaN,0.56992,777.2,331.64,7.9534e-4,3.501
4.6326,7164.3,738.93,-275.63,739.55,275.97,255.18,14.284,255.57,3.2039,30.159,13.628,28.61,-80.599,9.7849,0.024117,440.71,-1.1262,0.72077,9644.8,4464,2.6093,0.019221,127.25,107.8,4.8327,2.2309,81187353,0,2567.3,1.1559,1.1559,0.13233,0.91148,0.11206,0.0018226,0.0092538,-4.5453e-4,0,-0.0036992,0,0.0036992,-1.3617e-5,0.094599,4.024,82.049,87.166,2.7247,NaN,0.56604,777.14,331.64,7.9895e-4,3.5011
4.6334,7166.3,738.71,-275.46,739.33,275.8,255.25,14.288,255.65,3.2038,30.148,13.633,28.61,-80.599,9.7849,0.02501,438.71,-1.1023,0.70052,9644.8,4464,2.6093,0.019221,127.25,107.8,4.8331,2.2302,81159183,0,2565.7,1.1559,1.1559,0.13236,0.91144,0.1121,0.0018908,0.0096325,2.0218e-4,0,-0.0036848,0,0.0036848,-1.3053e-5,0.09457,4.024,82.049,87.167,2.7227,NaN,0.56213,777.08,331.64,8.0259e-4,3.5012
4.6342,7168.2,738.49,-275.29,739.1,275.63,255.33,14.292,255.73,3.2038,30.138,13.638,28.61,-80.599,9.7849,0.025886,436.72,-1.0762,0.68299,9644.8,4464,2.6093,0.019221,127.25,107.8,4.8335,2.2296,81130903,0,2564,1.1559,1.1559,0.13238,0.9114,0.11213,0.0019578,0.0096337,-4.1721e-4,0,-0.0036705,0,0.0036705,-1.2451e-5,0.094542,4.024,82.049,87.168,2.7202,NaN,0.55822,777.02,331.64,8.0626e-4,3.5013
4.635,7170.2,738.27,-275.12,738.88,275.45,255.41,14.297,255.81,3.2038,30.127,13.642,28.61,-80.599,9.7849,0.026743,434.72,-1.0462,0.66715,9644.8,4464,2.6093,0.019221,127.25,107.8,4.8339,2.2289,81102512,0,2562.4,1.1559,1.1559,0.13241,0.91136,0.11216,0.0020234,0.01014,2.7401e-4,0,-0.0036561,0,0.0036561,-1.1774e-5,0.094514,4.024,82.049,87.169,2.7174,NaN,0.55428,776.96,331.63,8.0996e-4,3.5014
4.6358,7172.1,738.05,-274.94,738.66,275.28,255.49,14.301,255.89,3.2037,30.116,13.646,28.61,-80.599,9.7849,0.027579,432.73,-1.0143,0.65264,9644.8,4464,2.6093,0.019221,127.26,107.8,4.8344,2.2283,81074009,0,2560.7,1.156,1.156,0.13243,0.91132,0.1122,0.0020874,0.0096635,-3.0454e-4,0,-0.0036417,0,0.0036417,-1.1074e-5,0.094485,4.024,82.049,87.17,2.7141,NaN,0.55033,776.91,331.63,8.137e-4,3.5015
4.6366,7174.1,737.82,-274.77,738.44,275.11,255.57,14.305,255.97,3.2037,30.104,13.649,28.61,-80.599,9.7849,0.028391,430.73,-0.98183,0.63985,9644.8,4464,2.6093,0.019221,127.26,107.8,4.8349,2.2276,81045394,0,2559,1.156,1.156,0.13246,0.91128,0.11223,0.0021498,0.010391,4.5231e-4,0,-0.0036273,0,0.0036273,-1.0381e-5,0.094457,4.024,82.049,87.171,2.7105,NaN,0.54636,776.85,331.63,8.1748e-4,3.5016
4.6375,7176.1,737.6,-274.6,738.21,274.94,255.65,14.309,256.05,3.2036,30.093,13.652,28.61,-80.599,9.7849,0.02918,428.74,-0.94701,0.62701,9644.8,4464,2.6093,0.019221,127.26,107.8,4.8354,2.2269,81016664,0,2557.4,1.156,1.156,0.13249,0.91124,0.11226,0.0022103,0.010537,2.5127e-5,0,-0.0036129,0,0.0036129,-9.664e-6,0.094428,4.024,82.049,87.172,2.7064,NaN,0.54237,776.79,331.63,8.2129e-4,3.5017
4.6383,7178.1,737.37,-274.42,737.99,274.76,255.73,14.314,256.14,3.2036,30.082,13.655,28.61,-80.599,9.7849,0.029942,426.74,-0.91024,0.61559,9644.8,4464,2.6093,0.019221,127.26,107.8,4.8359,2.2263,80987820,0,2555.7,1.156,1.156,0.13251,0.9112,0.1123,0.0022689,0.010735,3.5046e-5,0,-0.0035985,0,0.0035985,-8.9336e-6,0.094399,4.024,82.049,87.173,2.702,NaN,0.53837,776.73,331.63,8.2514e-4,3.5018
4.6391,7180.1,737.15,-274.25,737.76,274.59,255.82,14.318,256.22,3.2035,30.071,13.657,28.61,-80.599,9.7849,0.030676,424.74,-0.87116,0.60585,9644.8,4464,2.6093,0.019221,127.26,107.8,4.8364,2.2256,80958860,0,2554,1.156,1.156,0.13254,0.91116,0.11233,0.0023254,0.011394,-4.2703e-4,0,-0.0035841,0,0.0035841,-8.1881e-6,0.09437,4.024,82.049,87.174,2.6972,NaN,0.53435,776.67,331.62,8.2902e-4,3.5019
4.6399,7182.1,736.92,-274.07,737.53,274.41,255.9,14.323,256.3,3.2035,30.059,13.659,28.61,-80.599,9.7849,0.03138,422.75,-0.83018,0.59771,9644.8,4464,2.6093,0.019221,127.27,107.8,4.8369,2.2249,8.093e7,0,2552.3,1.156,1.156,0.13257,0.91112,0.11236,0.0023797,0.011254,3.3067e-4,0,-0.0035696,0,0.0035696,-7.4404e-6,0.094341,4.024,82.049,87.174,2.692,NaN,0.53031,776.61,331.62,8.3294e-4,3.5021
4.6408,7184.1,736.69,-273.89,737.3,274.23,255.98,14.327,256.38,3.2034,30.048,13.66,28.61,-80.599,9.7849,0.032052,420.75,-0.7881,0.58997,9644.8,4464,2.6093,0.019221,127.27,107.8,4.8375,2.2243,80900590,0,2550.6,1.1561,1.1561,0.13259,0.91107,0.1124,0.0024316,0.011588,-4.7769e-4,0,-0.0035552,0,0.0035552,-6.7093e-6,0.094312,4.024,82.049,87.175,2.6865,NaN,0.52625,776.55,331.62,8.3689e-4,3.5022
4.6416,7186.1,736.46,-273.72,737.07,274.06,256.06,14.331,256.46,3.2034,30.037,13.661,28.61,-80.599,9.7849,0.032691,418.76,-0.7434,0.58229,9644.8,4464,2.6093,0.019221,127.27,107.8,4.8381,2.2236,80871276,0,2548.9,1.1561,1.1561,0.13262,0.91103,0.11243,0.002481,0.011746,-1.6547e-4,0,-0.0035407,0,0.0035407,-5.9736e-6,0.094282,4.024,82.049,87.176,2.6806,NaN,0.52218,776.49,331.62,8.4089e-4,3.5023
4.6424,7188.1,736.23,-273.54,736.84,273.88,256.15,14.336,256.55,3.2033,30.025,13.661,28.61,-80.599,9.7849,0.033294,416.76,-0.69759,0.57583,9644.8,4464,2.6093,0.019221,127.27,107.8,4.8387,2.2229,80841843,0,2547.2,1.1561,1.1561,0.13264,0.91099,0.11247,0.0025277,0.012021,-1.0657e-4,0,-0.0035262,0,0.0035262,-5.2633e-6,0.094253,4.024,82.049,87.177,2.6743,NaN,0.51809,776.43,331.61,8.4492e-4,3.5024
4.6433,7190.2,736,-273.36,736.61,273.7,256.23,14.34,256.63,3.2033,30.014,13.66,28.61,-80.599,9.7849,0.033861,414.77,-0.65107,0.57051,9644.8,4464,2.6093,0.019221,127.28,107.8,4.8393,2.2222,80812289,0,2545.5,1.1561,1.1561,0.13267,0.91095,0.1125,0.0025717,0.01202,-1.311e-5,0,-0.0035118,0,0.0035118,-4.5876e-6,0.094223,4.024,82.049,87.177,2.6677,NaN,0.51398,776.37,331.61,8.4899e-4,3.5025
4.6441,7192.2,735.77,-273.18,736.38,273.52,256.31,14.345,256.71,3.2033,30.002,13.659,28.61,-80.599,9.7849,0.03439,412.77,-0.60325,0.56469,9644.8,4464,2.6093,0.019221,127.28,107.8,4.84,2.2215,80782613,0,2543.7,1.1561,1.1561,0.1327,0.9109,0.11253,0.0026128,0.013018,3.0161e-5,0,-0.0034973,0,0.0034973,-3.9409e-6,0.094193,4.024,82.049,87.178,2.6607,NaN,0.50985,776.3,331.61,8.5311e-4,3.5026
4.645,7194.3,735.53,-273,736.15,273.34,256.4,14.349,256.8,3.2032,29.99,13.657,28.61,-80.599,9.7849,0.034879,410.78,-0.55315,0.56076,9644.8,4464,2.6093,0.019221,127.28,107.8,4.8406,2.2209,80752813,0,2542,1.1562,1.1562,0.13273,0.91086,0.11257,0.0026509,0.012984,1.3296e-5,0,-0.0034827,0,0.0034827,-3.3156e-6,0.094164,4.024,82.049,87.179,2.6535,NaN,0.5057,776.24,331.61,8.5726e-4,3.5027
4.6458,7196.4,735.3,-272.82,735.91,273.16,256.48,14.354,256.88,3.2032,29.979,13.655,28.61,-80.599,9.7849,0.035328,408.78,-0.50243,0.55718,9644.8,4464,2.6093,0.019221,127.28,107.8,4.8413,2.2202,80722890,0,2540.3,1.1562,1.1562,0.13275,0.91082,0.1126,0.002686,0.013253,4.1868e-4,0,-0.0034682,0,0.0034682,-2.7372e-6,0.094134,4.024,82.049,87.179,2.6459,NaN,0.50153,776.18,331.6,8.6145e-4,3.5028
4.6467,7198.4,735.07,-272.64,735.68,272.98,256.56,14.358,256.97,3.2031,29.967,13.652,28.61,-80.599,9.7849,0.035734,406.79,-0.45137,0.55322,9644.8,4464,2.6093,0.019221,127.29,107.8,4.8421,2.2195,80692840,0,2538.5,1.1562,1.1562,0.13278,0.91078,0.11264,0.0027178,0.013034,3.4676e-4,0,-0.0034537,0,0.0034537,-2.2106e-6,0.094103,4.024,82.049,87.18,2.638,NaN,0.49734,776.12,331.6,8.6568e-4,3.5029
4.6476,7200.5,734.83,-272.46,735.44,272.8,256.65,14.363,257.05,3.2031,29.955,13.649,28.61,-80.599,9.7849,0.036098,404.79,-0.39923,0.54863,9644.8,4464,2.6093,0.019221,127.29,107.8,4.8428,2.2188,80662665,0,2536.8,1.1562,1.1562,0.13281,0.91073,0.11267,0.0027464,0.013229,3.3841e-4,0,-0.0034392,0,0.0034392,-1.7305e-6,0.094073,4.024,82.049,87.18,2.6298,NaN,0.49314,776.06,331.6,8.6996e-4,3.503
4.6484,7202.6,734.59,-272.28,735.2,272.62,256.73,14.367,257.14,3.203,29.943,13.644,28.61,-80.599,9.7849,0.036417,402.8,-0.34627,0.54511,9644.8,4464,2.6093,0.019221,127.29,107.8,4.8436,2.2181,80632361,0,2535,1.1562,1.1562,0.13283,0.91069,0.11271,0.0027717,0.013249,1.3216e-4,0,-0.0034246,0,0.0034246,-1.3026e-6,0.094043,4.024,82.049,87.18,2.6214,NaN,0.48891,775.99,331.6,8.7428e-4,3.5031
4.6493,7204.7,734.35,-272.09,734.96,272.44,256.82,14.372,257.22,3.203,29.931,13.639,28.61,-80.599,9.7849,0.036691,400.8,-0.292,0.54302,9644.8,4464,2.6093,0.019221,127.3,107.8,4.8444,2.2174,80601928,0,2533.3,1.1563,1.1563,0.13286,0.91064,0.11275,0.0027935,0.013808,-1.5537e-4,0,-0.00341,0,0.00341,-9.2694e-7,0.094012,4.024,82.049,87.181,2.6127,NaN,0.48467,775.93,331.59,8.7864e-4,3.5032
4.6502,7206.8,734.12,-271.91,734.73,272.25,256.91,14.376,257.31,3.2029,29.919,13.634,28.61,-80.599,9.7849,0.036918,398.81,-0.23727,0.54159,9644.8,4464,2.6093,0.019221,127.3,107.8,4.8453,2.2167,80571365,0,2531.5,1.1563,1.1563,0.13289,0.9106,0.11278,0.0028117,0.013879,3.1239e-4,0,-0.0033955,0,0.0033955,-6.124e-7,0.093982,4.024,82.049,87.181,2.6038,NaN,0.48041,775.87,331.59,8.8304e-4,3.5033
4.6511,7209,733.88,-271.73,734.49,272.07,256.99,14.381,257.4,3.2029,29.907,13.627,28.61,-80.599,9.7849,0.037097,396.81,-0.1813,0.54022,9644.8,4464,2.6093,0.019221,127.3,107.8,4.8461,2.216,80540671,0,2529.7,1.1563,1.1563,0.13292,0.91056,0.11282,0.0028263,0.01329,-4.1651e-4,0,-0.0033809,0,0.0033809,-3.5779e-7,0.093951,4.024,82.049,87.181,2.5947,NaN,0.47612,775.8,331.59,8.8749e-4,3.5034
4.652,7211.1,733.63,-271.54,734.24,271.88,257.08,14.386,257.48,3.2028,29.895,13.62,28.61,-80.599,9.7849,0.037227,394.82,-0.12399,0.53881,9644.8,4464,2.6093,0.019221,127.31,107.8,4.847,2.2153,8.051e7,0,2527.9,1.1563,1.1563,0.13295,0.91051,0.11285,0.0028372,0.013643,-2.0301e-4,0,-0.0033663,0,0.0033663,-1.6746e-7,0.09392,4.024,82.049,87.182,2.5853,NaN,0.47182,775.74,331.58,8.9199e-4,3.5036
4.6529,7213.3,733.39,-271.35,734,271.7,257.17,14.39,257.57,3.2028,29.883,13.612,28.61,-80.599,9.7849,0.037307,392.82,-0.066877,0.53882,9644.8,4464,2.6093,0.019221,127.31,107.8,4.8479,2.2145,80478883,0,2526.1,1.1563,1.1563,0.13297,0.91047,0.11289,0.0028441,0.013543,-6.1155e-5,0,-0.0033516,0,0.0033516,-4.875e-8,0.093889,4.024,82.049,87.182,2.5758,NaN,0.46749,775.68,331.58,8.9653e-4,3.5037
4.6538,7215.4,733.15,-271.17,733.76,271.51,257.26,14.395,257.66,3.2027,29.871,13.604,28.61,-80.599,9.7849,0.037336,390.83,-0.010957,0.53841,9644.8,4464,2.6093,0.019221,127.31,107.8,4.8489,2.2138,80447787,0,2524.3,1.1563,1.1564,0.133,0.91042,0.11293,0.0028473,0.013317,2.1232e-4,0,-0.003337,0,0.003337,0,0.093858,4.024,82.049,87.182,2.5661,NaN,0.46315,775.61,331.58,9.0112e-4,3.5038
4.6547,7217.6,732.91,-270.98,733.51,271.32,257.34,14.4,257.75,3.2027,29.859,13.594,28.61,-80.599,9.7849,0.037315,388.83,0.046108,0.53755,9644.8,4464,2.6093,0.019221,127.32,107.8,4.8499,2.2131,80416555,0,2522.5,1.1564,1.1564,0.13303,0.91037,0.11296,0.0028466,0.013691,1.1186e-5,0,-0.0033224,0,0.0033224,2.3203e-8,0.093827,4.024,82.049,87.182,2.5562,NaN,0.45878,775.55,331.58,9.0575e-4,3.5039
4.6556,7219.8,732.66,-270.79,733.27,271.13,257.43,14.405,257.83,3.2026,29.846,13.584,28.61,-80.599,9.7849,0.037242,386.84,0.10249,0.53835,9644.8,4464,2.6093,0.019221,127.32,107.8,4.8509,2.2124,80385185,0,2520.7,1.1564,1.1564,0.13306,0.91033,0.113,0.0028419,0.014137,-2.6589e-4,0,-0.0033077,0,0.0033077,1.1473e-7,0.093795,4.024,82.049,87.182,2.5463,NaN,0.45439,775.48,331.57,9.1043e-4,3.504
4.6565,7221.9,732.41,-270.6,733.02,270.94,257.52,14.409,257.92,3.2026,29.834,13.573,28.61,-80.599,9.7849,0.037116,384.84,0.16097,0.53961,9644.8,4464,2.6093,0.019221,127.33,107.8,4.852,2.2117,80353675,0,2518.9,1.1564,1.1564,0.13309,0.91028,0.11304,0.0028332,0.013838,-7.1504e-5,0,-0.0032931,0,0.0032931,2.8317e-7,0.093764,4.024,82.049,87.182,2.5362,NaN,0.44999,775.42,331.57,9.1517e-4,3.5041
4.6574,7224.1,732.17,-270.41,732.77,270.75,257.61,14.414,258.01,3.2025,29.822,13.562,28.61,-80.599,9.7849,0.036938,382.85,0.21765,0.5415,9644.8,4464,2.6093,0.019221,127.33,107.8,4.853,2.2109,80322025,0,2517,1.1564,1.1564,0.13312,0.91024,0.11307,0.0028204,0.013485,-4.9814e-4,0,-0.0032784,0,0.0032784,5.1807e-7,0.093732,4.024,82.049,87.181,2.526,NaN,0.44556,775.35,331.57,9.1995e-4,3.5042
4.6583,7226.4,731.92,-270.22,732.52,270.56,257.7,14.419,258.1,3.2025,29.809,13.549,28.61,-80.599,9.7848,0.036705,380.85,0.27562,0.54439,9644.8,4464,2.6093,0.019221,127.34,107.8,4.8542,2.2102,8.029e7,0,2515.2,1.1564,1.1565,0.13315,0.91019,0.11311,0.0028035,0.013356,-1.0662e-5,0,-0.0032637,0,0.0032637,8.3137e-7,0.0937,4.024,82.049,87.181,2.5157,NaN,0.4411,775.28,331.57,9.2478e-4,3.5044
4.6592,7228.6,731.67,-270.03,732.27,270.37,257.79,14.424,258.19,3.2025,29.797,13.536,28.61,-80.599,9.7848,0.036419,378.86,0.33329,0.54707,9644.8,4464,2.6093,0.019221,127.34,107.8,4.8553,2.2095,80258298,0,2513.3,1.1565,1.1565,0.13317,0.91014,0.11315,0.0027824,0.013392,1.1536e-4,0,-0.003249,0,0.003249,1.2165e-6,0.093668,4.024,82.049,87.181,2.5054,NaN,0.43663,775.22,331.56,9.2966e-4,3.5045
4.6602,7230.8,731.42,-269.84,732.02,270.18,257.88,14.429,258.28,3.2024,29.784,13.522,28.61,-80.599,9.7848,0.036078,376.86,0.3901,0.54979,9644.8,4464,2.6093,0.019221,127.35,107.8,4.8565,2.2087,80226218,0,2511.5,1.1565,1.1565,0.1332,0.9101,0.11319,0.0027572,0.01322,1.3783e-4,0,-0.0032343,0,0.0032343,1.6676e-6,0.093636,4.024,82.049,87.181,2.4951,NaN,0.43214,775.15,331.56,9.346e-4,3.5046
4.6611,7233,731.16,-269.65,731.77,269.99,257.97,14.434,258.38,3.2024,29.771,13.507,28.61,-80.599,9.7848,0.035683,374.87,0.44648,0.55298,9644.8,4464,2.6093,0.019221,127.35,107.8,4.8577,2.208,80193993,0,2509.6,1.1565,1.1565,0.13323,0.91005,0.11323,0.0027277,0.013334,-2.8678e-4,0,-0.0032196,0,0.0032196,2.186e-6,0.093604,4.024,82.049,87.18,2.4848,NaN,0.42762,775.08,331.56,9.3958e-4,3.5047
4.662,7235.3,730.91,-269.45,731.52,269.79,258.06,14.438,258.47,3.2023,29.759,13.491,28.61,-80.599,9.7848,0.035233,372.88,0.50101,0.55652,9644.8,4464,2.6093,0.019221,127.36,107.8,4.8589,2.2072,80161619,0,2507.8,1.1565,1.1565,0.13326,0.91,0.11326,0.0026941,0.012891,2.7065e-4,0,-0.0032048,0,0.0032048,2.7546e-6,0.093571,4.024,82.049,87.18,2.4745,NaN,0.42308,775.02,331.56,9.4462e-4,3.5049
4.663,7237.6,730.66,-269.26,731.26,269.6,258.16,14.443,258.56,3.2023,29.746,13.474,28.61,-80.599,9.7848,0.03473,370.88,0.55653,0.56198,9644.8,4464,2.6093,0.019221,127.36,107.8,4.8602,2.2065,80129096,0,2505.9,1.1565,1.1566,0.13329,0.90995,0.1133,0.0026564,0.012828,1.3338e-4,0,-0.0031901,0,0.0031901,3.4013e-6,0.093539,4.024,82.049,87.179,2.4643,NaN,0.41852,774.95,331.55,9.4972e-4,3.505
4.6639,7239.8,730.4,-269.06,731.01,269.4,258.25,14.448,258.65,3.2022,29.733,13.457,28.61,-80.599,9.7848,0.034173,368.89,0.61055,0.56767,9644.8,4464,2.6093,0.019221,127.37,107.8,4.8615,2.2057,80096423,0,2504,1.1566,1.1566,0.13332,0.90991,0.11334,0.0026145,0.012253,-1.2394e-4,0,-0.0031753,0,0.0031753,4.0964e-6,0.093506,4.024,82.049,87.179,2.4541,NaN,0.41393,774.88,331.55,9.5487e-4,3.5051
4.6649,7242.1,730.14,-268.87,730.75,269.2,258.34,14.453,258.75,3.2022,29.72,13.439,28.61,-80.599,9.7848,0.033562,366.89,0.66293,0.57389,9644.8,4464,2.6093,0.019221,127.37,107.8,4.8629,2.205,80063598,0,2502.1,1.1566,1.1566,0.13335,0.90986,0.11338,0.0025684,0.012331,-3.4428e-4,0,-0.0031606,0,0.0031606,4.8329e-6,0.093473,4.024,82.049,87.178,2.4441,NaN,0.40932,774.81,331.55,9.6008e-4,3.5052
4.6658,7244.4,729.89,-268.67,730.49,269.01,258.43,14.458,258.84,3.2021,29.707,13.42,28.61,-80.599,9.7848,0.032899,364.9,0.7143,0.5808,9644.8,4464,2.6093,0.019221,127.38,107.8,4.8643,2.2042,80030619,0,2500.2,1.1566,1.1566,0.13338,0.90981,0.11342,0.0025183,0.0121,-4.9484e-4,0,-0.0031458,0,0.0031458,5.6148e-6,0.09344,4.024,82.049,87.177,2.4342,NaN,0.40469,774.74,331.54,9.6534e-4,3.5053
4.6668,7246.7,729.63,-268.47,730.23,268.81,258.53,14.463,258.93,3.2021,29.694,13.4,28.61,-80.599,9.7848,0.032184,362.9,0.76549,0.58872,9644.8,4464,2.6093,0.019221,127.38,107.8,4.8657,2.2034,79997485,0,2498.3,1.1566,1.1566,0.13341,0.90976,0.11346,0.0024642,0.011943,-1.733e-4,0,-0.003131,0,0.003131,6.4531e-6,0.093407,4.024,82.049,87.177,2.4244,NaN,0.40003,774.67,331.54,9.7067e-4,3.5054
4.6678,7249.1,729.37,-268.28,729.97,268.61,258.62,14.468,259.03,3.202,29.681,13.379,28.61,-80.599,9.7848,0.031416,360.91,0.8143,0.5992,9644.8,4464,2.6093,0.019221,127.39,107.8,4.8671,2.2027,79964194,0,2496.4,1.1567,1.1567,0.13344,0.90971,0.1135,0.002406,0.011669,-4.2516e-4,0,-0.0031162,0,0.0031162,7.3074e-6,0.093373,4.024,82.049,87.176,2.4149,NaN,0.39535,774.6,331.54,9.7605e-4,3.5055
4.6688,7251.4,729.1,-268.08,729.71,268.41,258.72,14.474,259.12,3.202,29.668,13.358,28.61,-80.599,9.7848,0.030598,358.91,0.86131,0.61124,9644.8,4464,2.6093,0.019221,127.39,107.8,4.8686,2.2019,79930744,0,2494.4,1.1567,1.1567,0.13347,0.90966,0.11354,0.0023439,0.011401,-1.3409e-4,0,-0.0031013,0,0.0031013,8.1815e-6,0.09334,4.024,82.049,87.175,2.4055,NaN,0.39065,774.53,331.54,9.8149e-4,3.5056
4.6697,7253.7,728.84,-267.88,729.44,268.21,258.81,14.479,259.22,3.2019,29.655,13.335,28.61,-80.599,9.7848,0.029732,356.92,0.90592,0.62275,9644.8,4464,2.6093,0.019221,127.4,107.8,4.8701,2.2011,79897135,0,2492.5,1.1567,1.1567,0.1335,0.90961,0.11358,0.0022781,0.010736,3.0796e-6,0,-0.0030865,0,0.0030865,9.0574e-6,0.093306,4.024,82.049,87.174,2.3963,NaN,0.38592,774.46,331.53,9.8699e-4,3.5057
4.6707,7256.1,728.58,-267.68,729.18,268.01,258.91,14.484,259.31,3.2019,29.642,13.313,28.61,-80.599,9.7848,0.028818,354.92,0.9485,0.6366,9644.8,4464,2.6093,0.019221,127.41,107.8,4.8716,2.2004,79863363,0,2490.5,1.1567,1.1567,0.13354,0.90956,0.11362,0.0022086,0.010886,1.5493e-4,0,-0.0030716,0,0.0030716,9.936e-6,0.093272,4.024,82.049,87.173,2.3875,NaN,0.38116,774.39,331.53,9.9256e-4,3.5058
4.6717,7258.5,728.31,-267.47,728.91,267.8,259.01,14.489,259.41,3.2018,29.629,13.289,28.61,-80.599,9.7848,0.027859,352.93,0.98811,0.65134,9644.8,4464,2.6093,0.019221,127.41,107.8,4.8732,2.1996,79829428,0,2488.6,1.1567,1.1567,0.13357,0.90951,0.11366,0.0021357,0.010749,1.7608e-4,0,-0.0030569,0,0.0030569,1.0791e-5,0.093238,4.024,82.049,87.172,2.3789,NaN,0.37638,774.32,331.53,9.9815e-4,3.506
4.6727,7260.9,728.04,-267.27,728.65,267.6,259.1,14.494,259.51,3.2018,29.616,13.264,28.61,-80.599,9.7848,0.026857,350.94,1.0249,0.66941,9644.8,4464,2.6093,0.019221,127.42,107.8,4.875,2.1988,79795329,0,2486.6,1.1568,1.1568,0.1336,0.90946,0.1137,0.0020595,0.010124,3.0783e-4,0,-0.0030422,0,0.0030422,1.1618e-5,0.093204,4.024,82.049,87.171,2.3707,NaN,0.37158,774.25,331.52,0.0010038,3.5061
